CalendarYear,CalendarPeriod,CalendarWeek,ServiceGroup4,ProdGrp1,OpJourneys on selDates,OpMiles on selDates,
2018,2018/P13,2018/W52,Inter7City,Off-Peak,"100,218","5,500,890",
2018,2018/P13,2018/W52,Scenic,Off-Peak,"41,670","1,337,627",
2018,2018/P13,2018/W52,West Suburban,Off-Peak,"718,740","8,224,121",
2018,2018/P13,2018/W52,East Suburban,Peak,"43,833","842,844",
2018,2018/P13,2018/W52,eXpress,Peak,"17,907","539,518",
2018,2018/P13,2018/W52,Inter7City,Peak,"42,804","2,168,434",
2018,2018/P13,2018/W52,Scenic,Peak,"18,631","579,013",
2018,2018/P13,2018/W52,West Suburban,Peak,"206,169","2,768,538",
2019,2019/P01,2019/W01,East Suburban,Commuter,"24,656","413,432",
2019,2019/P01,2019/W01,eXpress,Commuter,"11,562","310,819",
2019,2019/P01,2019/W01,Inter7City,Commuter,"7,995","212,613",
2019,2019/P01,2019/W01,Scenic,Commuter,"3,944","68,789",
2019,2019/P01,2019/W01,West Suburban,Commuter,"131,072","1,387,919",
2019,2019/P01,2019/W01,East Suburban,Off-Peak,"51,551","1,032,243",
2019,2019/P01,2019/W01,eXpress,Off-Peak,"39,960","1,445,458",
2019,2019/P01,2019/W01,Inter7City,Off-Peak,"52,498","2,946,122",
2019,2019/P01,2019/W01,Scenic,Off-Peak,"22,524","744,708",
2019,2019/P01,2019/W01,West Suburban,Off-Peak,"334,866","3,577,225",
2019,2019/P01,2019/W01,East Suburban,Peak,"26,562","494,123",
2019,2019/P01,2019/W01,eXpress,Peak,"10,772","341,330",
2019,2019/P01,2019/W01,Inter7City,Peak,"23,539","1,167,576",
2019,2019/P01,2019/W01,Scenic,Peak,"10,192","323,176",
2019,2019/P01,2019/W01,West Suburban,Peak,"116,538","1,446,843",
2019,2019/P01,2019/W02,East Suburban,Commuter,"65,923","1,137,334",
2019,2019/P01,2019/W02,eXpress,Commuter,"34,502","989,598",
2019,2019/P01,2019/W02,Inter7City,Commuter,"24,161","639,741",
2019,2019/P01,2019/W02,Scenic,Commuter,"10,473","186,866",
2019,2019/P01,2019/W02,West Suburban,Commuter,"337,760","3,660,456",
2019,2019/P01,2019/W02,East Suburban,Off-Peak,"53,088","1,009,082",
2019,2019/P01,2019/W02,eXpress,Off-Peak,"45,919","1,700,700",
2019,2019/P01,2019/W02,Inter7City,Off-Peak,"72,345","4,773,154",
2019,2019/P01,2019/W02,Scenic,Off-Peak,"26,299","921,594",
2019,2019/P01,2019/W02,West Suburban,Off-Peak,"456,238","4,423,736",
2019,2019/P01,2019/W02,East Suburban,Peak,"61,994","1,145,044",
2019,2019/P01,2019/W02,eXpress,Peak,"31,657","1,111,583",
2019,2019/P01,2019/W02,Inter7City,Peak,"50,128","2,466,903",
2019,2019/P01,2019/W02,Scenic,Peak,"20,392","538,342",
2019,2019/P01,2019/W02,West Suburban,Peak,"282,313","3,289,480",
2019,2019/P01,2019/W03,East Suburban,Commuter,"66,241","1,133,856",
2019,2019/P01,2019/W03,eXpress,Commuter,"33,318","950,843",
2019,2019/P01,2019/W03,Inter7City,Commuter,"24,772","655,779",
2019,2019/P01,2019/W03,Scenic,Commuter,"10,740","189,411",
2019,2019/P01,2019/W03,West Suburban,Commuter,"354,810","3,848,023",
2019,2019/P01,2019/W03,East Suburban,Off-Peak,"57,831","1,092,929",
2019,2019/P01,2019/W03,eXpress,Off-Peak,"51,659","1,962,886",
2019,2019/P01,2019/W03,Inter7City,Off-Peak,"79,395","5,102,072",
2019,2019/P01,2019/W03,Scenic,Off-Peak,"27,543","968,983",
2019,2019/P01,2019/W03,West Suburban,Off-Peak,"463,505","4,562,956",
2019,2019/P01,2019/W03,East Suburban,Peak,"67,042","1,246,834",
2019,2019/P01,2019/W03,eXpress,Peak,"36,313","1,302,020",
2019,2019/P01,2019/W03,Inter7City,Peak,"55,108","2,745,354",
2019,2019/P01,2019/W03,Scenic,Peak,"20,637","541,490",
2019,2019/P01,2019/W03,West Suburban,Peak,"291,487","3,493,510",
2019,2019/P01,2019/W04,East Suburban,Commuter,"67,720","1,160,823",
2019,2019/P01,2019/W04,eXpress,Commuter,"34,048","972,809",
2019,2019/P01,2019/W04,Inter7City,Commuter,"24,930","652,935",
2019,2019/P01,2019/W04,Scenic,Commuter,"10,824","200,050",
2019,2019/P01,2019/W04,West Suburban,Commuter,"359,312","3,890,171",
2019,2019/P01,2019/W04,East Suburban,Off-Peak,"63,071","1,243,499",
2019,2019/P01,2019/W04,eXpress,Off-Peak,"61,454","2,352,287",
2019,2019/P01,2019/W04,Inter7City,Off-Peak,"84,691","5,520,411",
2019,2019/P01,2019/W04,Scenic,Off-Peak,"30,160","1,056,749",
2019,2019/P01,2019/W04,West Suburban,Off-Peak,"492,602","4,942,746",
2019,2019/P01,2019/W04,East Suburban,Peak,"69,457","1,305,018",
2019,2019/P01,2019/W04,eXpress,Peak,"38,027","1,365,042",
2019,2019/P01,2019/W04,Inter7City,Peak,"57,238","2,930,892",
2019,2019/P01,2019/W04,Scenic,Peak,"21,851","578,373",
2019,2019/P01,2019/W04,West Suburban,Peak,"298,234","3,580,849",
2019,2019/P01,2019/W05,East Suburban,Commuter,"68,621","1,174,794",
2019,2019/P01,2019/W05,eXpress,Commuter,"33,959","950,076",
2019,2019/P01,2019/W05,Inter7City,Commuter,"25,164","661,694",
2019,2019/P01,2019/W05,Scenic,Commuter,"11,233","204,237",
2019,2019/P01,2019/W05,West Suburban,Commuter,"372,451","4,044,748",
2019,2019/P01,2019/W05,East Suburban,Off-Peak,"73,448","1,528,619",
2019,2019/P01,2019/W05,eXpress,Off-Peak,"72,424","2,803,992",
2019,2019/P01,2019/W05,Inter7City,Off-Peak,"91,580","5,893,903",
2019,2019/P01,2019/W05,Scenic,Off-Peak,"31,705","1,113,720",
2019,2019/P01,2019/W05,West Suburban,Off-Peak,"539,631","5,629,433",
2019,2019/P01,2019/W05,East Suburban,Peak,"70,821","1,327,894",
2019,2019/P01,2019/W05,eXpress,Peak,"39,204","1,408,076",
2019,2019/P01,2019/W05,Inter7City,Peak,"57,669","2,994,162",
2019,2019/P01,2019/W05,Scenic,Peak,"22,158","591,645",
2019,2019/P01,2019/W05,West Suburban,Peak,"309,753","3,753,086",
2019,2019/P02,2019/W06,East Suburban,Commuter,"67,374","1,153,802",
2019,2019/P02,2019/W06,eXpress,Commuter,"34,329","966,935",
2019,2019/P02,2019/W06,Inter7City,Commuter,"24,733","646,556",
2019,2019/P02,2019/W06,Scenic,Commuter,"10,910","200,263",
2019,2019/P02,2019/W06,West Suburban,Commuter,"366,788","3,981,350",
2019,2019/P02,2019/W06,East Suburban,Off-Peak,"68,875","1,432,834",
2019,2019/P02,2019/W06,eXpress,Off-Peak,"66,946","2,588,220",
2019,2019/P02,2019/W06,Inter7City,Off-Peak,"89,955","5,730,211",
2019,2019/P02,2019/W06,Scenic,Off-Peak,"31,396","1,156,678",
2019,2019/P02,2019/W06,West Suburban,Off-Peak,"501,500","5,215,176",
2019,2019/P02,2019/W06,East Suburban,Peak,"71,089","1,344,825",
2019,2019/P02,2019/W06,eXpress,Peak,"40,103","1,444,795",
2019,2019/P02,2019/W06,Inter7City,Peak,"60,111","3,111,892",
2019,2019/P02,2019/W06,Scenic,Peak,"21,456","574,099",
2019,2019/P02,2019/W06,West Suburban,Peak,"304,563","3,690,859",
2019,2019/P02,2019/W07,East Suburban,Commuter,"62,304","1,064,675",
2019,2019/P02,2019/W07,eXpress,Commuter,"33,604","957,894",
2019,2019/P02,2019/W07,Inter7City,Commuter,"23,315","623,902",
2019,2019/P02,2019/W07,Scenic,Commuter,"10,303","183,747",
2019,2019/P02,2019/W07,West Suburban,Commuter,"355,857","3,853,010",
2019,2019/P02,2019/W07,East Suburban,Off-Peak,"82,140","1,630,155",
2019,2019/P02,2019/W07,eXpress,Off-Peak,"70,514","2,663,638",
2019,2019/P02,2019/W07,Inter7City,Off-Peak,"98,775","5,965,105",
2019,2019/P02,2019/W07,Scenic,Off-Peak,"37,685","1,315,347",
2019,2019/P02,2019/W07,West Suburban,Off-Peak,"583,127","6,198,086",
2019,2019/P02,2019/W07,East Suburban,Peak,"67,460","1,270,125",
2019,2019/P02,2019/W07,eXpress,Peak,"36,368","1,286,719",
2019,2019/P02,2019/W07,Inter7City,Peak,"58,608","2,933,397",
2019,2019/P02,2019/W07,Scenic,Peak,"22,087","629,305",
2019,2019/P02,2019/W07,West Suburban,Peak,"300,261","3,686,964",
2019,2019/P02,2019/W08,East Suburban,Commuter,"64,622","1,100,763",
2019,2019/P02,2019/W08,eXpress,Commuter,"36,133","1,071,813",
2019,2019/P02,2019/W08,Inter7City,Commuter,"24,156","624,781",
2019,2019/P02,2019/W08,Scenic,Commuter,"10,369","189,758",
2019,2019/P02,2019/W08,West Suburban,Commuter,"360,825","3,880,149",
2019,2019/P02,2019/W08,East Suburban,Off-Peak,"74,981","1,477,234",
2019,2019/P02,2019/W08,eXpress,Off-Peak,"68,428","2,596,839",
2019,2019/P02,2019/W08,Inter7City,Off-Peak,"92,411","5,637,803",
2019,2019/P02,2019/W08,Scenic,Off-Peak,"38,175","1,387,020",
2019,2019/P02,2019/W08,West Suburban,Off-Peak,"549,642","5,676,422",
2019,2019/P02,2019/W08,East Suburban,Peak,"72,030","1,361,144",
2019,2019/P02,2019/W08,eXpress,Peak,"39,986","1,433,852",
2019,2019/P02,2019/W08,Inter7City,Peak,"61,901","3,208,445",
2019,2019/P02,2019/W08,Scenic,Peak,"23,576","665,326",
2019,2019/P02,2019/W08,West Suburban,Peak,"312,542","3,789,479",
2019,2019/P02,2019/W09,East Suburban,Commuter,"66,672","1,139,638",
2019,2019/P02,2019/W09,eXpress,Commuter,"34,827","991,523",
2019,2019/P02,2019/W09,Inter7City,Commuter,"24,623","632,402",
2019,2019/P02,2019/W09,Scenic,Commuter,"11,108","204,823",
2019,2019/P02,2019/W09,West Suburban,Commuter,"365,963","3,952,850",
2019,2019/P02,2019/W09,East Suburban,Off-Peak,"71,537","1,413,244",
2019,2019/P02,2019/W09,eXpress,Off-Peak,"66,121","2,492,166",
2019,2019/P02,2019/W09,Inter7City,Off-Peak,"89,951","5,582,359",
2019,2019/P02,2019/W09,Scenic,Off-Peak,"34,481","1,242,807",
2019,2019/P02,2019/W09,West Suburban,Off-Peak,"552,992","5,808,370",
2019,2019/P02,2019/W09,East Suburban,Peak,"72,283","1,368,623",
2019,2019/P02,2019/W09,eXpress,Peak,"39,870","1,430,969",
2019,2019/P02,2019/W09,Inter7City,Peak,"61,213","3,119,797",
2019,2019/P02,2019/W09,Scenic,Peak,"23,279","628,478",
2019,2019/P02,2019/W09,West Suburban,Peak,"315,359","3,837,681",
2019,2019/P03,2019/W10,East Suburban,Commuter,"67,207","1,153,320",
2019,2019/P03,2019/W10,eXpress,Commuter,"35,203","1,008,839",
2019,2019/P03,2019/W10,Inter7City,Commuter,"24,397","638,220",
2019,2019/P03,2019/W10,Scenic,Commuter,"11,228","208,406",
2019,2019/P03,2019/W10,West Suburban,Commuter,"363,300","3,930,723",
2019,2019/P03,2019/W10,East Suburban,Off-Peak,"73,866","1,512,479",
2019,2019/P03,2019/W10,eXpress,Off-Peak,"71,213","2,743,117",
2019,2019/P03,2019/W10,Inter7City,Off-Peak,"93,473","5,937,240",
2019,2019/P03,2019/W10,Scenic,Off-Peak,"34,285","1,273,706",
2019,2019/P03,2019/W10,West Suburban,Off-Peak,"529,891","5,370,433",
2019,2019/P03,2019/W10,East Suburban,Peak,"71,860","1,357,847",
2019,2019/P03,2019/W10,eXpress,Peak,"39,811","1,440,435",
2019,2019/P03,2019/W10,Inter7City,Peak,"61,019","3,197,138",
2019,2019/P03,2019/W10,Scenic,Peak,"22,355","631,141",
2019,2019/P03,2019/W10,West Suburban,Peak,"305,191","3,699,899",
2019,2019/P03,2019/W11,East Suburban,Commuter,"65,678","1,123,041",
2019,2019/P03,2019/W11,eXpress,Commuter,"33,982","977,610",
2019,2019/P03,2019/W11,Inter7City,Commuter,"24,288","632,575",
2019,2019/P03,2019/W11,Scenic,Commuter,"10,848","202,607",
2019,2019/P03,2019/W11,West Suburban,Commuter,"360,345","3,898,102",
2019,2019/P03,2019/W11,East Suburban,Off-Peak,"61,593","1,220,572",
2019,2019/P03,2019/W11,eXpress,Off-Peak,"59,775","2,287,585",
2019,2019/P03,2019/W11,Inter7City,Off-Peak,"82,501","5,354,330",
2019,2019/P03,2019/W11,Scenic,Off-Peak,"30,925","1,192,854",
2019,2019/P03,2019/W11,West Suburban,Off-Peak,"486,309","4,931,461",
2019,2019/P03,2019/W11,East Suburban,Peak,"70,501","1,337,659",
2019,2019/P03,2019/W11,eXpress,Peak,"40,082","1,450,361",
2019,2019/P03,2019/W11,Inter7City,Peak,"59,787","3,182,212",
2019,2019/P03,2019/W11,Scenic,Peak,"21,454","617,983",
2019,2019/P03,2019/W11,West Suburban,Peak,"298,451","3,615,036",
2019,2019/P03,2019/W12,East Suburban,Commuter,"66,163","1,129,862",
2019,2019/P03,2019/W12,eXpress,Commuter,"32,119","887,974",
2019,2019/P03,2019/W12,Inter7City,Commuter,"23,852","614,273",
2019,2019/P03,2019/W12,Scenic,Commuter,"10,900","202,243",
2019,2019/P03,2019/W12,West Suburban,Commuter,"357,469","3,853,973",
2019,2019/P03,2019/W12,East Suburban,Off-Peak,"69,501","1,383,300",
2019,2019/P03,2019/W12,eXpress,Off-Peak,"66,386","2,524,251",
2019,2019/P03,2019/W12,Inter7City,Off-Peak,"87,570","5,442,217",
2019,2019/P03,2019/W12,Scenic,Off-Peak,"33,982","1,262,946",
2019,2019/P03,2019/W12,West Suburban,Off-Peak,"534,186","5,540,128",
2019,2019/P03,2019/W12,East Suburban,Peak,"71,470","1,349,445",
2019,2019/P03,2019/W12,eXpress,Peak,"40,713","1,466,386",
2019,2019/P03,2019/W12,Inter7City,Peak,"59,817","3,129,428",
2019,2019/P03,2019/W12,Scenic,Peak,"22,648","661,090",
2019,2019/P03,2019/W12,West Suburban,Peak,"305,703","3,764,078",
2019,2019/P03,2019/W13,East Suburban,Commuter,"67,459","1,162,193",
2019,2019/P03,2019/W13,eXpress,Commuter,"33,155","946,353",
2019,2019/P03,2019/W13,Inter7City,Commuter,"23,761","613,850",
2019,2019/P03,2019/W13,Scenic,Commuter,"11,330","207,266",
2019,2019/P03,2019/W13,West Suburban,Commuter,"354,472","3,802,581",
2019,2019/P03,2019/W13,East Suburban,Off-Peak,"83,235","1,643,773",
2019,2019/P03,2019/W13,eXpress,Off-Peak,"77,735","2,961,658",
2019,2019/P03,2019/W13,Inter7City,Off-Peak,"101,871","6,369,035",
2019,2019/P03,2019/W13,Scenic,Off-Peak,"39,271","1,534,635",
2019,2019/P03,2019/W13,West Suburban,Off-Peak,"609,357","6,505,523",
2019,2019/P03,2019/W13,East Suburban,Peak,"75,454","1,432,216",
2019,2019/P03,2019/W13,eXpress,Peak,"42,141","1,496,800",
2019,2019/P03,2019/W13,Inter7City,Peak,"67,093","3,546,113",
2019,2019/P03,2019/W13,Scenic,Peak,"25,325","760,852",
2019,2019/P03,2019/W13,West Suburban,Peak,"334,131","4,173,682",
2019,2019/P04,2019/W14,East Suburban,Commuter,"60,566","1,033,505",
2019,2019/P04,2019/W14,eXpress,Commuter,"28,990","814,708",
2019,2019/P04,2019/W14,Inter7City,Commuter,"20,225","527,487",
2019,2019/P04,2019/W14,Scenic,Commuter,"9,500","168,141",
2019,2019/P04,2019/W14,West Suburban,Commuter,"314,385","3,345,337",
2019,2019/P04,2019/W14,East Suburban,Off-Peak,"66,197","1,355,484",
2019,2019/P04,2019/W14,eXpress,Off-Peak,"56,756","2,140,270",
2019,2019/P04,2019/W14,Inter7City,Off-Peak,"86,264","5,449,187",
2019,2019/P04,2019/W14,Scenic,Off-Peak,"33,575","1,366,553",
2019,2019/P04,2019/W14,West Suburban,Off-Peak,"481,208","5,296,160",
2019,2019/P04,2019/W14,East Suburban,Peak,"63,046","1,181,982",
2019,2019/P04,2019/W14,eXpress,Peak,"32,823","1,183,320",
2019,2019/P04,2019/W14,Inter7City,Peak,"52,231","2,719,239",
2019,2019/P04,2019/W14,Scenic,Peak,"21,064","680,717",
2019,2019/P04,2019/W14,West Suburban,Peak,"251,067","3,165,143",
2019,2019/P04,2019/W15,East Suburban,Commuter,"55,600","953,352",
2019,2019/P04,2019/W15,eXpress,Commuter,"28,286","810,111",
2019,2019/P04,2019/W15,Inter7City,Commuter,"19,146","497,031",
2019,2019/P04,2019/W15,Scenic,Commuter,"8,674","152,759",
2019,2019/P04,2019/W15,West Suburban,Commuter,"303,723","3,224,817",
2019,2019/P04,2019/W15,East Suburban,Off-Peak,"87,684","1,805,124",
2019,2019/P04,2019/W15,eXpress,Off-Peak,"73,751","2,802,390",
2019,2019/P04,2019/W15,Inter7City,Off-Peak,"101,068","6,147,253",
2019,2019/P04,2019/W15,Scenic,Off-Peak,"46,164","1,806,485",
2019,2019/P04,2019/W15,West Suburban,Off-Peak,"585,240","6,700,978",
2019,2019/P04,2019/W15,East Suburban,Peak,"64,732","1,222,833",
2019,2019/P04,2019/W15,eXpress,Peak,"33,003","1,183,563",
2019,2019/P04,2019/W15,Inter7City,Peak,"56,726","3,030,696",
2019,2019/P04,2019/W15,Scenic,Peak,"24,637","830,621",
2019,2019/P04,2019/W15,West Suburban,Peak,"269,003","3,442,411",
2019,2019/P04,2019/W16,East Suburban,Commuter,"43,749","759,986",
2019,2019/P04,2019/W16,eXpress,Commuter,"22,918","631,706",
2019,2019/P04,2019/W16,Inter7City,Commuter,"17,012","453,072",
2019,2019/P04,2019/W16,Scenic,Commuter,"7,555","139,548",
2019,2019/P04,2019/W16,West Suburban,Commuter,"254,947","2,694,879",
2019,2019/P04,2019/W16,East Suburban,Off-Peak,"87,852","1,744,876",
2019,2019/P04,2019/W16,eXpress,Off-Peak,"74,797","2,851,897",
2019,2019/P04,2019/W16,Inter7City,Off-Peak,"101,973","6,233,240",
2019,2019/P04,2019/W16,Scenic,Off-Peak,"43,528","1,732,563",
2019,2019/P04,2019/W16,West Suburban,Off-Peak,"579,652","6,514,223",
2019,2019/P04,2019/W16,East Suburban,Peak,"61,546","1,160,109",
2019,2019/P04,2019/W16,eXpress,Peak,"32,917","1,157,427",
2019,2019/P04,2019/W16,Inter7City,Peak,"57,039","3,040,009",
2019,2019/P04,2019/W16,Scenic,Peak,"24,141","864,530",
2019,2019/P04,2019/W16,West Suburban,Peak,"287,913","3,648,080",
2019,2019/P04,2019/W17,East Suburban,Commuter,"52,148","894,164",
2019,2019/P04,2019/W17,eXpress,Commuter,"26,173","739,899",
2019,2019/P04,2019/W17,Inter7City,Commuter,"19,152","513,267",
2019,2019/P04,2019/W17,Scenic,Commuter,"8,469","154,307",
2019,2019/P04,2019/W17,West Suburban,Commuter,"276,808","2,939,831",
2019,2019/P04,2019/W17,East Suburban,Off-Peak,"74,982","1,515,551",
2019,2019/P04,2019/W17,eXpress,Off-Peak,"68,281","2,600,893",
2019,2019/P04,2019/W17,Inter7City,Off-Peak,"87,290","5,332,240",
2019,2019/P04,2019/W17,Scenic,Off-Peak,"37,026","1,429,438",
2019,2019/P04,2019/W17,West Suburban,Off-Peak,"540,460","6,038,836",
2019,2019/P04,2019/W17,East Suburban,Peak,"66,617","1,256,259",
2019,2019/P04,2019/W17,eXpress,Peak,"36,808","1,316,140",
2019,2019/P04,2019/W17,Inter7City,Peak,"58,965","3,139,295",
2019,2019/P04,2019/W17,Scenic,Peak,"24,819","847,785",
2019,2019/P04,2019/W17,West Suburban,Peak,"289,393","3,654,136",
2019,2019/P05,2019/W18,East Suburban,Commuter,"60,141","1,032,152",
2019,2019/P05,2019/W18,eXpress,Commuter,"31,627","918,270",
2019,2019/P05,2019/W18,Inter7City,Commuter,"21,641","578,173",
2019,2019/P05,2019/W18,Scenic,Commuter,"9,792","176,250",
2019,2019/P05,2019/W18,West Suburban,Commuter,"318,418","3,386,047",
2019,2019/P05,2019/W18,East Suburban,Off-Peak,"72,022","1,426,285",
2019,2019/P05,2019/W18,eXpress,Off-Peak,"68,870","2,633,416",
2019,2019/P05,2019/W18,Inter7City,Off-Peak,"88,074","5,574,746",
2019,2019/P05,2019/W18,Scenic,Off-Peak,"38,750","1,575,681",
2019,2019/P05,2019/W18,West Suburban,Off-Peak,"547,919","5,907,668",
2019,2019/P05,2019/W18,East Suburban,Peak,"71,314","1,348,000",
2019,2019/P05,2019/W18,eXpress,Peak,"40,299","1,455,989",
2019,2019/P05,2019/W18,Inter7City,Peak,"60,385","3,225,458",
2019,2019/P05,2019/W18,Scenic,Peak,"26,258","894,659",
2019,2019/P05,2019/W18,West Suburban,Peak,"316,741","3,950,887",
2019,2019/P05,2019/W19,East Suburban,Commuter,"52,448","891,957",
2019,2019/P05,2019/W19,eXpress,Commuter,"24,777","677,821",
2019,2019/P05,2019/W19,Inter7City,Commuter,"18,412","481,341",
2019,2019/P05,2019/W19,Scenic,Commuter,"8,508","155,168",
2019,2019/P05,2019/W19,West Suburban,Commuter,"280,886","2,974,487",
2019,2019/P05,2019/W19,East Suburban,Off-Peak,"73,108","1,452,502",
2019,2019/P05,2019/W19,eXpress,Off-Peak,"70,383","2,670,427",
2019,2019/P05,2019/W19,Inter7City,Off-Peak,"89,730","5,570,608",
2019,2019/P05,2019/W19,Scenic,Off-Peak,"38,352","1,571,014",
2019,2019/P05,2019/W19,West Suburban,Off-Peak,"555,231","6,020,941",
2019,2019/P05,2019/W19,East Suburban,Peak,"63,155","1,198,950",
2019,2019/P05,2019/W19,eXpress,Peak,"35,176","1,261,755",
2019,2019/P05,2019/W19,Inter7City,Peak,"55,480","2,987,133",
2019,2019/P05,2019/W19,Scenic,Peak,"24,826","873,325",
2019,2019/P05,2019/W19,West Suburban,Peak,"278,166","3,508,008",
2019,2019/P05,2019/W20,East Suburban,Commuter,"60,905","1,043,266",
2019,2019/P05,2019/W20,eXpress,Commuter,"31,886","932,021",
2019,2019/P05,2019/W20,Inter7City,Commuter,"20,739","552,454",
2019,2019/P05,2019/W20,Scenic,Commuter,"9,404","173,477",
2019,2019/P05,2019/W20,West Suburban,Commuter,"317,918","3,381,439",
2019,2019/P05,2019/W20,East Suburban,Off-Peak,"69,661","1,386,986",
2019,2019/P05,2019/W20,eXpress,Off-Peak,"66,508","2,563,747",
2019,2019/P05,2019/W20,Inter7City,Off-Peak,"87,115","5,520,015",
2019,2019/P05,2019/W20,Scenic,Off-Peak,"36,724","1,494,893",
2019,2019/P05,2019/W20,West Suburban,Off-Peak,"531,708","5,834,899",
2019,2019/P05,2019/W20,East Suburban,Peak,"70,477","1,352,153",
2019,2019/P05,2019/W20,eXpress,Peak,"40,055","1,457,067",
2019,2019/P05,2019/W20,Inter7City,Peak,"59,915","3,289,939",
2019,2019/P05,2019/W20,Scenic,Peak,"27,146","981,419",
2019,2019/P05,2019/W20,West Suburban,Peak,"304,010","3,799,612",
2019,2019/P05,2019/W21,East Suburban,Commuter,"59,324","1,002,121",
2019,2019/P05,2019/W21,eXpress,Commuter,"29,743","832,552",
2019,2019/P05,2019/W21,Inter7City,Commuter,"20,310","519,383",
2019,2019/P05,2019/W21,Scenic,Commuter,"9,670","176,327",
2019,2019/P05,2019/W21,West Suburban,Commuter,"306,603","3,258,758",
2019,2019/P05,2019/W21,East Suburban,Off-Peak,"77,256","1,565,427",
2019,2019/P05,2019/W21,eXpress,Off-Peak,"76,463","2,913,094",
2019,2019/P05,2019/W21,Inter7City,Off-Peak,"87,105","5,513,942",
2019,2019/P05,2019/W21,Scenic,Off-Peak,"39,595","1,600,251",
2019,2019/P05,2019/W21,West Suburban,Off-Peak,"588,896","6,231,333",
2019,2019/P05,2019/W21,East Suburban,Peak,"73,383","1,409,616",
2019,2019/P05,2019/W21,eXpress,Peak,"40,620","1,458,739",
2019,2019/P05,2019/W21,Inter7City,Peak,"60,188","3,322,668",
2019,2019/P05,2019/W21,Scenic,Peak,"27,601","1,026,366",
2019,2019/P05,2019/W21,West Suburban,Peak,"310,040","3,877,645",
2019,2019/P06,2019/W22,East Suburban,Commuter,"48,711","822,626",
2019,2019/P06,2019/W22,eXpress,Commuter,"23,840","663,792",
2019,2019/P06,2019/W22,Inter7City,Commuter,"17,240","440,882",
2019,2019/P06,2019/W22,Scenic,Commuter,"8,140","147,015",
2019,2019/P06,2019/W22,West Suburban,Commuter,"260,538","2,744,579",
2019,2019/P06,2019/W22,East Suburban,Off-Peak,"85,301","1,647,342",
2019,2019/P06,2019/W22,eXpress,Off-Peak,"72,140","2,711,501",
2019,2019/P06,2019/W22,Inter7City,Off-Peak,"88,444","5,387,226",
2019,2019/P06,2019/W22,Scenic,Off-Peak,"41,169","1,557,330",
2019,2019/P06,2019/W22,West Suburban,Off-Peak,"570,857","6,164,772",
2019,2019/P06,2019/W22,East Suburban,Peak,"68,315","1,289,594",
2019,2019/P06,2019/W22,eXpress,Peak,"36,202","1,295,367",
2019,2019/P06,2019/W22,Inter7City,Peak,"58,329","3,148,671",
2019,2019/P06,2019/W22,Scenic,Peak,"27,091","1,016,864",
2019,2019/P06,2019/W22,West Suburban,Peak,"279,217","3,515,993",
2019,2019/P06,2019/W23,East Suburban,Commuter,"56,421","955,331",
2019,2019/P06,2019/W23,eXpress,Commuter,"29,899","856,955",
2019,2019/P06,2019/W23,Inter7City,Commuter,"20,247","524,803",
2019,2019/P06,2019/W23,Scenic,Commuter,"9,439","172,951",
2019,2019/P06,2019/W23,West Suburban,Commuter,"306,547","3,235,709",
2019,2019/P06,2019/W23,East Suburban,Off-Peak,"73,847","1,512,593",
2019,2019/P06,2019/W23,eXpress,Off-Peak,"72,066","2,756,175",
2019,2019/P06,2019/W23,Inter7City,Off-Peak,"83,677","5,308,967",
2019,2019/P06,2019/W23,Scenic,Off-Peak,"36,204","1,388,684",
2019,2019/P06,2019/W23,West Suburban,Off-Peak,"532,802","5,686,829",
2019,2019/P06,2019/W23,East Suburban,Peak,"71,399","1,382,685",
2019,2019/P06,2019/W23,eXpress,Peak,"41,044","1,482,085",
2019,2019/P06,2019/W23,Inter7City,Peak,"60,239","3,269,345",
2019,2019/P06,2019/W23,Scenic,Peak,"26,845","1,000,134",
2019,2019/P06,2019/W23,West Suburban,Peak,"303,953","3,778,930",
2019,2019/P06,2019/W24,East Suburban,Commuter,"56,579","966,065",
2019,2019/P06,2019/W24,eXpress,Commuter,"29,211","842,740",
2019,2019/P06,2019/W24,Inter7City,Commuter,"19,408","497,331",
2019,2019/P06,2019/W24,Scenic,Commuter,"9,353","171,662",
2019,2019/P06,2019/W24,West Suburban,Commuter,"301,400","3,173,927",
2019,2019/P06,2019/W24,East Suburban,Off-Peak,"70,012","1,385,276",
2019,2019/P06,2019/W24,eXpress,Off-Peak,"64,306","2,427,979",
2019,2019/P06,2019/W24,Inter7City,Off-Peak,"79,875","4,968,639",
2019,2019/P06,2019/W24,Scenic,Off-Peak,"34,942","1,373,397",
2019,2019/P06,2019/W24,West Suburban,Off-Peak,"525,041","5,600,622",
2019,2019/P06,2019/W24,East Suburban,Peak,"70,150","1,355,135",
2019,2019/P06,2019/W24,eXpress,Peak,"41,521","1,512,408",
2019,2019/P06,2019/W24,Inter7City,Peak,"60,385","3,327,968",
2019,2019/P06,2019/W24,Scenic,Peak,"27,125","994,741",
2019,2019/P06,2019/W24,West Suburban,Peak,"299,687","3,763,815",
2019,2019/P06,2019/W25,East Suburban,Commuter,"55,846","949,765",
2019,2019/P06,2019/W25,eXpress,Commuter,"28,726","828,948",
2019,2019/P06,2019/W25,Inter7City,Commuter,"19,597","503,934",
2019,2019/P06,2019/W25,Scenic,Commuter,"8,827","161,933",
2019,2019/P06,2019/W25,West Suburban,Commuter,"296,595","3,124,732",
